epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,779.966,1.61774,1.25894,1.6436,0.55533,0.50062,0.47814,0.16736,2.29327,1.62256,2.25471,0.0016931,0.0016931,0.0016931
64,792.157,1.61348,1.25504,1.62505,0.57432,0.43866,0.46863,0.17093,2.36435,1.754,2.27209,0.00168815,0.00168815,0.00168815
65,804.332,1.59405,1.2645,1.63091,0.57763,0.48079,0.4893,0.17803,2.31574,1.6473,2.27426,0.0016832,0.0016832,0.0016832
66,816.502,1.579,1.20863,1.62067,0.5697,0.50062,0.50583,0.18219,2.32193,1.61967,2.2908,0.00167825,0.00167825,0.00167825
67,828.696,1.58429,1.23815,1.62822,0.57131,0.49318,0.49272,0.18034,2.2981,1.62896,2.24345,0.0016733,0.0016733,0.0016733
68,840.953,1.5892,1.24599,1.65764,0.54826,0.4684,0.45966,0.16875,2.31459,1.7005,2.33368,0.00166835,0.00166835,0.00166835
69,853.158,1.5782,1.22249,1.64297,0.61948,0.47088,0.47394,0.18184,2.31441,1.70505,2.30532,0.0016634,0.0016634,0.0016634
70,865.316,1.56231,1.22247,1.6155,0.52438,0.50558,0.44564,0.15865,2.29451,1.57925,2.27066,0.00165845,0.00165845,0.00165845
71,877.599,1.55865,1.15604,1.59498,0.51255,0.49318,0.45301,0.16058,2.39521,1.6952,2.35445,0.0016535,0.0016535,0.0016535
72,891.498,1.57612,1.19048,1.61095,0.60176,0.49195,0.50326,0.181,2.31842,1.59224,2.32297,0.00164855,0.00164855,0.00164855
73,906.888,1.57586,1.16142,1.61319,0.52921,0.44114,0.43517,0.15836,2.35479,1.77578,2.34505,0.0016436,0.0016436,0.0016436
74,919.71,1.55797,1.16012,1.61224,0.5656,0.51425,0.50707,0.18057,2.28424,1.53837,2.30752,0.00163865,0.00163865,0.00163865
75,932.462,1.54707,1.15061,1.58189,0.57572,0.47584,0.48074,0.16973,2.35577,1.6679,2.32984,0.0016337,0.0016337,0.0016337
76,945.588,1.4994,1.12792,1.56557,0.54203,0.47955,0.47902,0.18044,2.29753,1.61255,2.26681,0.00162875,0.00162875,0.00162875
77,958.251,1.53921,1.15319,1.57677,0.51101,0.47584,0.46952,0.16822,2.32843,1.63326,2.28952,0.0016238,0.0016238,0.0016238
78,970.44,1.51466,1.10464,1.58135,0.60132,0.44362,0.48733,0.1717,2.41265,1.64661,2.40387,0.00161885,0.00161885,0.00161885
79,982.567,1.52581,1.12452,1.58638,0.53789,0.47708,0.46559,0.17441,2.3601,1.7413,2.38075,0.0016139,0.0016139,0.0016139
80,994.977,1.48875,1.07644,1.56987,0.5522,0.47584,0.47425,0.17009,2.3407,1.63773,2.31394,0.00160895,0.00160895,0.00160895
81,1007.08,1.53409,1.11407,1.55625,0.58099,0.46563,0.49128,0.17778,2.36972,1.59572,2.30487,0.001604,0.001604,0.001604
82,1019.31,1.48487,1.11274,1.54488,0.55212,0.50434,0.46947,0.15953,2.35753,1.59082,2.34343,0.00159905,0.00159905,0.00159905
