epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,777.862,1.69961,1.34003,1.69284,0.53713,0.54771,0.50179,0.1739,2.2579,1.60131,2.21751,0.0016931,0.0016931,0.0016931
64,789.956,1.6244,1.29442,1.65133,0.61632,0.51425,0.50976,0.18426,2.29875,1.61244,2.25446,0.00168815,0.00168815,0.00168815
65,802.028,1.61615,1.29809,1.64629,0.63312,0.47212,0.5095,0.17938,2.2974,1.71168,2.26895,0.0016832,0.0016832,0.0016832
66,814.112,1.61694,1.25814,1.63572,0.57519,0.55019,0.54529,0.18639,2.33004,1.65124,2.27614,0.00167825,0.00167825,0.00167825
67,826.246,1.62039,1.25121,1.63205,0.59028,0.5316,0.5469,0.19423,2.28775,1.5651,2.23967,0.0016733,0.0016733,0.0016733
68,838.472,1.59321,1.26391,1.62951,0.61694,0.52416,0.54684,0.19717,2.31624,1.64094,2.27671,0.00166835,0.00166835,0.00166835
69,850.572,1.6027,1.1937,1.60473,0.62302,0.50787,0.5374,0.19313,2.32017,1.6643,2.26188,0.0016634,0.0016634,0.0016634
70,862.67,1.59404,1.23415,1.60915,0.56308,0.52292,0.50665,0.17264,2.4535,1.6145,2.39145,0.00165845,0.00165845,0.00165845
71,874.81,1.63073,1.25881,1.62453,0.52698,0.54392,0.49739,0.17983,2.26896,1.54387,2.267,0.0016535,0.0016535,0.0016535
72,887.644,1.64871,1.2873,1.62696,0.57737,0.54895,0.53112,0.19348,2.27783,1.52564,2.27031,0.00164855,0.00164855,0.00164855
73,900.01,1.59064,1.24443,1.63475,0.55334,0.5254,0.48635,0.17133,2.30496,1.6318,2.25147,0.0016436,0.0016436,0.0016436
74,912.487,1.6259,1.22923,1.62473,0.57555,0.51921,0.50806,0.1723,2.28471,1.59923,2.22784,0.00163865,0.00163865,0.00163865
75,924.922,1.57466,1.19284,1.59875,0.56117,0.54985,0.51859,0.19084,2.29672,1.62039,2.27203,0.0016337,0.0016337,0.0016337
76,937.227,1.54093,1.20241,1.59718,0.60206,0.49938,0.52012,0.19083,2.35969,1.55519,2.3283,0.00162875,0.00162875,0.00162875
77,950.053,1.60032,1.17856,1.61183,0.60839,0.5063,0.51107,0.17974,2.38847,1.58294,2.33676,0.0016238,0.0016238,0.0016238
78,962.327,1.52482,1.17389,1.55336,0.56543,0.54523,0.53155,0.18995,2.29228,1.52447,2.24838,0.00161885,0.00161885,0.00161885
